del_county	del_state	del_county_full_name	pop_density	median_hh_income
Hughes County	OK	"Hughes County, Oklahoma"	6.415431755	39365
Johnston County	OK	"Johnston County, Oklahoma"	6.167559456	41332
Kiowa County	OK	"Kiowa County, Oklahoma"	3.236542757	38019
Lincoln County	OK	"Lincoln County, Oklahoma"	13.56423907	50671
McClain County	OK	"McClain County, Oklahoma"	28.1852188	67662
Major County	OK	"Major County, Oklahoma"	3.146227339	54332
Murray County	OK	"Murray County, Oklahoma"	12.89310572	52478
Nowata County	OK	"Nowata County, Oklahoma"	6.359776047	43145
Oklahoma County	OK	"Oklahoma County, Oklahoma"	433.7018668	54520
Ottawa County	OK	"Ottawa County, Oklahoma"	24.83577036	39872
Pittsburg County	OK	"Pittsburg County, Oklahoma"	12.94566599	46784
Pushmataha County	OK	"Pushmataha County, Oklahoma"	2.991347938	37692
Seminole County	OK	"Seminole County, Oklahoma"	14.37192441	39373
Texas County	OK	"Texas County, Oklahoma"	4.044734514	52282
Wagoner County	OK	"Wagoner County, Oklahoma"	55.64342469	62795
Woods County	OK	"Woods County, Oklahoma"	2.588257212	54282
Benton County	OR	"Benton County, Oregon"	54.43090373	62077
Morrow County	OR	"Morrow County, Oregon"	2.317150259	54269
Polk County	OR	"Polk County, Oregon"	45.56214554	62691
Umatilla County	OR	"Umatilla County, Oregon"	9.615184923	54699
Wasco County	OR	"Wasco County, Oregon"	4.324551228	53105
Yamhill County	OR	"Yamhill County, Oregon"	58.09370935	63902
Newport County	RI	"Newport County, Rhode Island"	322.823249	79454
Adams County	PA	"Adams County, Pennsylvania"	77.30530097	67253
Beaver County	PA	"Beaver County, Pennsylvania"	149.4109162	57807
Blair County	PA	"Blair County, Pennsylvania"	90.27988692	49181
Butler County	PA	"Butler County, Pennsylvania"	94.76075784	70668
Carbon County	PA	"Carbon County, Pennsylvania"	65.56039585	57006
Clarion County	PA	"Clarion County, Pennsylvania"	23.93140135	46680
Columbia County	PA	"Columbia County, Pennsylvania"	51.71904048	50550
Dauphin County	PA	"Dauphin County, Pennsylvania"	210.6807774	60715
Erie County	PA	"Erie County, Pennsylvania"	130.9101617	51529
Franklin County	PA	"Franklin County, Pennsylvania"	77.9564298	63379
Huntingdon County	PA	"Huntingdon County, Pennsylvania"	19.46376775	51678
Juniata County	PA	"Juniata County, Pennsylvania"	23.19133696	53879
Lawrence County	PA	"Lawrence County, Pennsylvania"	92.9912223	50204
Luzerne County	PA	"Luzerne County, Pennsylvania"	141.303565	53473
Mifflin County	PA	"Mifflin County, Pennsylvania"	43.34294787	50219
Westmoreland County	PA	"Westmoreland County, Pennsylvania"	133.2436562	60471
Aiken County	SC	"Aiken County, South Carolina"	60.87404743	51399
Bamberg County	SC	"Bamberg County, South Carolina"	13.06517733	31422
Berkeley County	SC	"Berkeley County, South Carolina"	80.41701658	63309
Cherokee County	SC	"Cherokee County, South Carolina"	55.23443917	36883
Clarendon County	SC	"Clarendon County, South Carolina"	19.80342831	40900
Dorchester County	SC	"Dorchester County, South Carolina"	109.6932062	63080
Florence County	SC	"Florence County, South Carolina"	66.10670394	47058
Greenwood County	SC	"Greenwood County, South Carolina"	58.77158161	42336
Clay County	IL	"Clay County, Illinois"	10.9544516	48500
Coles County	IL	"Coles County, Illinois"	35.59887437	46202
Cook County	IL	"Cook County, Illinois"	2155.613051	64660
Cumberland County	IL	"Cumberland County, Illinois"	11.66307692	56206
DeKalb County	IL	"DeKalb County, Illinois"	61.41316825	63317
Douglas County	IL	"Douglas County, Illinois"	18.29284868	56714
Edgar County	IL	"Edgar County, Illinois"	10.4472206	53647
Edwards County	IL	"Edwards County, Illinois"	10.84177917	51080
Fayette County	IL	"Fayette County, Illinois"	11.5801858	46650
Ford County	IL	"Ford County, Illinois"	10.76099725	52092
Fulton County	IL	"Fulton County, Illinois"	14.98990028	51643
Gallatin County	IL	"Gallatin County, Illinois"	5.913342055	44076
Grundy County	IL	"Grundy County, Illinois"	48.50958835	77350
Hancock County	IL	"Hancock County, Illinois"	8.570878123	52561
Hardin County	IL	"Hardin County, Illinois"	7.942362366	
Henry County	IL	"Henry County, Illinois"	23.11936778	59933
Iroquois County	IL	"Iroquois County, Illinois"	9.35612601	52700
Jasper County	IL	"Jasper County, Illinois"	7.249557806	54256
Jefferson County	IL	"Jefferson County, Illinois"	25.08498713	49896
Jersey County	IL	"Jersey County, Illinois"	22.46883028	63028
Jo Daviess County	IL	"Jo Daviess County, Illinois"	14.15780486	57946
Johnson County	IL	"Johnson County, Illinois"	14.9482827	52774
Kane County	IL	"Kane County, Illinois"	383.9884345	79394
Kankakee County	IL	"Kankakee County, Illinois"	61.35603964	58902
Kendall County	IL	"Kendall County, Illinois"	158.9907991	96563
Knox County	IL	"Knox County, Illinois"	26.93017877	44129
Lake County	IL	"Lake County, Illinois"	621.7321056	89427
LaSalle County	IL	"LaSalle County, Illinois"	37.29787962	58142
Lawrence County	IL	"Lawrence County, Illinois"	15.85163984	46636
Lee County	IL	"Lee County, Illinois"	18.18943043	58194
Livingston County	IL	"Livingston County, Illinois"	13.25017152	55160
Logan County	IL	"Logan County, Illinois"	17.48369854	57308
McDonough County	IL	"McDonough County, Illinois"	17.84530779	44471
McHenry County	IL	"McHenry County, Illinois"	198.5101825	86799
McLean County	IL	"McLean County, Illinois"	55.78351215	67675
Macon County	IL	"Macon County, Illinois"	69.16213264	50480
Macoupin County	IL	"Macoupin County, Illinois"	20.11863851	55159
Madison County	IL	"Madison County, Illinois"	143.4642378	60738
Marshall County	IL	"Marshall County, Illinois"	11.72039666	58465
Mason County	IL	"Mason County, Illinois"	9.367786461	48417
Menard County	IL	"Menard County, Illinois"	15.10188246	74684
Mercer County	IL	"Mercer County, Illinois"	10.80004993	59787
Montgomery County	IL	"Montgomery County, Illinois"	15.51948878	52748
Morgan County	IL	"Morgan County, Illinois"	22.33694291	51437
Ogle County	IL	"Ogle County, Illinois"	26.35650794	60986
Perry County	IL	"Perry County, Illinois"	18.29917238	52428
Piatt County	IL	"Piatt County, Illinois"	14.65768436	70849
Pope County	IL	"Pope County, Illinois"	3.938820944	
Pulaski County	IL	"Pulaski County, Illinois"	10.0619915	34640
Randolph County	IL	"Randolph County, Illinois"	20.24098743	53816
Richland County	IL	"Richland County, Illinois"	16.95792994	48894
St. Clair County	IL	"St. Clair County, Illinois"	151.1041288	55179
Sangamon County	IL	"Sangamon County, Illinois"	87.31113617	61912
Schuyler County	IL	"Schuyler County, Illinois"	6.093927622	52357
Shelby County	IL	"Shelby County, Illinois"	10.68447468	52953
Stark County	IL	"Stark County, Illinois"	7.237090446	54907
Tazewell County	IL	"Tazewell County, Illinois"	78.44429493	63454
Union County	IL	"Union County, Illinois"	16.10490015	50625
Wabash County	IL	"Wabash County, Illinois"	19.64198052	50770
Jones County	NC	"Jones County, North Carolina"	7.512878718	38158
Lee County	NC	"Lee County, North Carolina"	95.79819287	49994
Lincoln County	NC	"Lincoln County, North Carolina"	113.2935003	57536
McDowell County	NC	"McDowell County, North Carolina"	39.12146728	43646
Madison County	NC	"Madison County, North Carolina"	18.19925331	45873
Martin County	NC	"Martin County, North Carolina"	18.63713111	40090
Mitchell County	NC	"Mitchell County, North Carolina"	26.00708184	46103
Montgomery County	NC	"Montgomery County, North Carolina"	20.22739221	44146
Moore County	NC	"Moore County, North Carolina"	55.18978301	59963
Nash County	NC	"Nash County, North Carolina"	67.84817746	49537
New Hanover County	NC	"New Hanover County, North Carolina"	453.273767	54891
Northampton County	NC	"Northampton County, North Carolina"	12.56877035	37146
Onslow County	NC	"Onslow County, North Carolina"	103.6475923	50278
Orange County	NC	"Orange County, North Carolina"	144.4107667	71723
Pamlico County	NC	"Pamlico County, North Carolina"	14.08491474	46728
Pasquotank County	NC	"Pasquotank County, North Carolina"	69.03752324	50558
Pender County	NC	"Pender County, North Carolina"	26.67809532	57240
Perquimans County	NC	"Perquimans County, North Carolina"	20.31479005	47162
Person County	NC	"Person County, North Carolina"	38.47543372	51020
Pitt County	NC	"Pitt County, North Carolina"	100.7580985	47437
Polk County	NC	"Polk County, North Carolina"	31.39668861	48787
Randolph County	NC	"Randolph County, North Carolina"	71.15188815	47288
Richmond County	NC	"Richmond County, North Carolina"	35.00510796	36148
Robeson County	NC	"Robeson County, North Carolina"	47.49576464	34976
Rockingham County	NC	"Rockingham County, North Carolina"	62.18135672	43579
Rowan County	NC	"Rowan County, North Carolina"	110.8441407	49842
Rutherford County	NC	"Rutherford County, North Carolina"	44.0048154	42608
Sampson County	NC	"Sampson County, North Carolina"	24.09685237	42151
Scotland County	NC	"Scotland County, North Carolina"	41.34435145	37238
Stokes County	NC	"Stokes County, North Carolina"	38.25407567	48054
Surry County	NC	"Surry County, North Carolina"	51.72652535	43597
Transylvania County	NC	"Transylvania County, North Carolina"	33.66112101	50212
Tyrrell County	NC	"Tyrrell County, North Carolina"	3.206183794	
Vance County	NC	"Vance County, North Carolina"	65.13370588	40529
Wake County	NC	"Wake County, North Carolina"	522.4951045	80591
Washington County	NC	"Washington County, North Carolina"	12.26020834	35979
Watauga County	NC	"Watauga County, North Carolina"	66.83794841	47526
Wilkes County	NC	"Wilkes County, North Carolina"	33.79524217	44107
Wilson County	NC	"Wilson County, North Carolina"	82.75517011	43877
Yancey County	NC	"Yancey County, North Carolina"	22.81345271	42222
Atlantic County	NJ	"Atlantic County, New Jersey"	190.8110167	62110
Burlington County	NJ	"Burlington County, New Jersey"	223.1038221	87416
Camden County	NJ	"Camden County, New Jersey"	913.0838806	70451
Cumberland County	NJ	"Cumberland County, New Jersey"	123.1346079	54149
Essex County	NJ	"Essex County, New Jersey"	2644.949748	61510
Hudson County	NJ	"Hudson County, New Jersey"	6058.584251	71189
Hunterdon County	NJ	"Hunterdon County, New Jersey"	116.3690968	115379
Middlesex County	NJ	"Middlesex County, New Jersey"	1077.765197	89533
Monmouth County	NJ	"Monmouth County, New Jersey"	530.7791411	99733
Ocean County	NJ	"Ocean County, New Jersey"	391.5980848	70909
Passaic County	NJ	"Passaic County, New Jersey"	1087.895672	69688
Somerset County	NJ	"Somerset County, New Jersey"	441.7345942	113611
Sussex County	NJ	"Sussex County, New Jersey"	107.3611911	94520
Warren County	NJ	"Warren County, New Jersey"	118.7218274	81307
Adams County	IN	"Adams County, Indiana"	40.7933104	52504
Bartholomew County	IN	"Bartholomew County, Indiana"	77.99851026	63431
Benton County	IN	"Benton County, Indiana"	8.283168987	49488
Lee County	TX	"Lee County, Texas"	10.72793326	54744
Leon County	TX	"Leon County, Texas"	5.655410958	43045
Liberty County	TX	"Liberty County, Texas"	30.54143015	51494
Limestone County	TX	"Limestone County, Texas"	9.443709076	44418
Lipscomb County	TX	"Lipscomb County, Texas"	1.266969562	
Live Oak County	TX	"Live Oak County, Texas"	4.209377975	53848
Llano County	TX	"Llano County, Texas"	8.780949223	53411
Lubbock County	TX	"Lubbock County, Texas"	133.9193402	52429
McCulloch County	TX	"McCulloch County, Texas"	2.764599399	47707
McLennan County	TX	"McLennan County, Texas"	97.05263626	49778
Madison County	TX	"Madison County, Texas"	11.14651766	52664
Marion County	TX	"Marion County, Texas"	9.857781178	37662
Mason County	TX	"Mason County, Texas"	1.643198468	
Matagorda County	TX	"Matagorda County, Texas"	12.80803291	48913
Medina County	TX	"Medina County, Texas"	14.78384349	62599
Menard County	TX	"Menard County, Texas"	0.839811705	
Milam County	TX	"Milam County, Texas"	9.403766744	47902
Mills County	TX	"Mills County, Texas"	2.299404799	
Montague County	TX	"Montague County, Texas"	8.280677477	51765
Montgomery County	TX	"Montgomery County, Texas"	229.858648	80902
Morris County	TX	"Morris County, Texas"	18.34523546	41359
Motley County	TX	"Motley County, Texas"	0.414754184	
Navarro County	TX	"Navarro County, Texas"	20.12300558	48529
Newton County	TX	"Newton County, Texas"	5.05207866	40101
Nueces County	TX	"Nueces County, Texas"	162.5174813	55919
Ochiltree County	TX	"Ochiltree County, Texas"	4.213662674	50464
Orange County	TX	"Orange County, Texas"	98.10051774	59399
Palo Pinto County	TX	"Palo Pinto County, Texas"	11.51518267	50154
Parker County	TX	"Parker County, Texas"	63.32584758	77503
Parmer County	TX	"Parmer County, Texas"	4.326019131	55359
Polk County	TX	"Polk County, Texas"	18.3082118	49279
Potter County	TX	"Potter County, Texas"	50.37788765	42528
Rains County	TX	"Rains County, Texas"	20.46840983	51579
Randall County	TX	"Randall County, Texas"	59.54247118	68261
Real County	TX	"Real County, Texas"	1.523072887	
Red River County	TX	"Red River County, Texas"	4.285644679	39142
Refugio County	TX	"Refugio County, Texas"	3.378023607	50076
Roberts County	TX	"Roberts County, Texas"	0.345548213	
Rockwall County	TX	"Rockwall County, Texas"	327.2584641	100920
Runnels County	TX	"Runnels County, Texas"	3.63668513	44940
Sabine County	TX	"Sabine County, Texas"	7.768997321	34992
San Augustine County	TX	"San Augustine County, Texas"	5.76105785	40353
San Patricio County	TX	"San Patricio County, Texas"	38.28248708	56556
San Saba County	TX	"San Saba County, Texas"	1.948683204	45083
Scurry County	TX	"Scurry County, Texas"	7.220190516	54326
Shackelford County	TX	"Shackelford County, Texas"	1.311239059	
Sherman County	TX	"Sherman County, Texas"	1.163921476	
Smith County	TX	"Smith County, Texas"	97.8289535	56810
Lavaca County	TX	"Lavaca County, Texas"	8.09743762	54403
Somervell County	TX	"Somervell County, Texas"	19.06924315	60632
Starr County	TX	"Starr County, Texas"	20.80795447	30387
Stephens County	TX	"Stephens County, Texas"	3.918626846	46232
Sterling County	TX	"Sterling County, Texas"	0.57364508	
Stonewall County	TX	"Stonewall County, Texas"	0.524599569	
Sutton County	TX	"Sutton County, Texas"	0.895457043	
Swisher County	TX	"Swisher County, Texas"	3.023635576	39771
Tarrant County	TX	"Tarrant County, Texas"	941.7965905	67700
Taylor County	TX	"Taylor County, Texas"	60.39401694	53143
Terrell County	TX	"Terrell County, Texas"	0.124445689	
Terry County	TX	"Terry County, Texas"	5.139258015	44627
Throckmorton County	TX	"Throckmorton County, Texas"	0.609266063	
Jasper County	SC	"Jasper County, South Carolina"	16.96724568	45601
Lee County	SC	"Lee County, South Carolina"	15.56045833	32371
Marion County	SC	"Marion County, South Carolina"	23.02467209	32063
Oconee County	SC	"Oconee County, South Carolina"	48.43990948	49134
Richland County	SC	"Richland County, South Carolina"	212.1744717	54767
Sumter County	SC	"Sumter County, South Carolina"	61.27910067	45661
Aurora County	SD	"Aurora County, South Dakota"	1.497081974	
Bon Homme County	SD	"Bon Homme County, South Dakota"	4.797934972	54737
Brule County	SD	"Brule County, South Dakota"	2.478982154	57196
Hanson County	SD	"Hanson County, South Dakota"	3.074905972	
Hutchinson County	SD	"Hutchinson County, South Dakota"	3.527102056	57089
Jerauld County	SD	"Jerauld County, South Dakota"	1.220391682	
Lawrence County	SD	"Lawrence County, South Dakota"	12.4355291	52641
McCook County	SD	"McCook County, South Dakota"	3.820641315	61507
Meade County	SD	"Meade County, South Dakota"	3.320697682	60578
Minnehaha County	SD	"Minnehaha County, South Dakota"	94.37424711	61772
Pennington County	SD	"Pennington County, South Dakota"	15.18704289	57039
Sanborn County	SD	"Sanborn County, South Dakota"	1.580379759	
Sully County	SD	"Sully County, South Dakota"	0.554573096	
Turner County	SD	"Turner County, South Dakota"	5.426769317	59242
Yankton County	SD	"Yankton County, South Dakota"	17.2682838	58342
Bedford County	TN	"Bedford County, Tennessee"	40.95230397	50415
Blount County	TN	"Blount County, Tennessee"	93.4682551	56667
Cannon County	TN	"Cannon County, Tennessee"	21.08453588	55330
Cheatham County	TN	"Cheatham County, Tennessee"	52.42251792	61913
Clay County	TN	"Clay County, Tennessee"	12.37457963	32167
Crockett County	TN	"Crockett County, Tennessee"	20.22785984	44717
Decatur County	TN	"Decatur County, Tennessee"	13.22363103	42031
Jackson County	TN	"Jackson County, Tennessee"	14.52519584	35207
Knox County	TN	"Knox County, Tennessee"	363.800887	57470
Lawrence County	TN	"Lawrence County, Tennessee"	27.62770861	43614
Loudon County	TN	"Loudon County, Tennessee"	92.43002507	58065
Macon County	TN	"Macon County, Tennessee"	31.69836886	37430
Marshall County	TN	"Marshall County, Tennessee"	35.29052503	53197
Monroe County	TN	"Monroe County, Tennessee"	28.08737992	42429
Morgan County	TN	"Morgan County, Tennessee"	15.55337392	41333
Perry County	TN	"Perry County, Tennessee"	7.787915211	41034
Putnam County	TN	"Putnam County, Tennessee"	76.86690651	44259
Robertson County	TN	"Robertson County, Tennessee"	59.01173136	63307
Sevier County	TN	"Sevier County, Tennessee"	64.11048417	49610
Stewart County	TN	"Stewart County, Tennessee"	11.46862058	45809
Tipton County	TN	"Tipton County, Tennessee"	51.66831196	61291
Union County	TN	"Union County, Tennessee"	34.19574435	44671
Washington County	TN	"Washington County, Tennessee"	157.2848361	48334
White County	TN	"White County, Tennessee"	28.03528211	41998
Beaver County	UT	"Beaver County, Utah"	1.057150423	55221
Carbon County	UT	"Carbon County, Utah"	5.328018587	51158
Duchesne County	UT	"Duchesne County, Utah"	2.338563571	63224
Addison County	VT	"Addison County, Vermont"	18.8301687	68825
Chittenden County	VT	"Chittenden County, Vermont"	120.9602116	73647
Grand Isle County	VT	"Grand Isle County, Vermont"	34.43639144	71587
Orleans County	VT	"Orleans County, Vermont"	15.22862086	49168
Windham County	VT	"Windham County, Vermont"	22.56498695	51985
Albemarle County	VA	"Albemarle County, Virginia"	60.23266232	79880
Amherst County	VA	"Amherst County, Virginia"	25.50354926	52888
Augusta County	VA	"Augusta County, Virginia"	30.93652967	62711
Bland County	VA	"Bland County, Virginia"	6.768783047	48531
Buchanan County	VA	"Buchanan County, Virginia"	15.62899633	31956
Warren County	IL	"Warren County, Illinois"	11.98418272	50310
Wayne County	IL	"Wayne County, Illinois"	8.751032651	50251
Whiteside County	IL	"Whiteside County, Illinois"	31.43171895	54232
Will County	IL	"Will County, Illinois"	321.6556286	86961
Winnebago County	IL	"Winnebago County, Illinois"	214.7438279	54489
Woodford County	IL	"Woodford County, Illinois"	28.15337542	72808
Adams County	IA	"Adams County, Iowa"	3.377447296	
Allamakee County	IA	"Allamakee County, Iowa"	8.495478912	52216
Audubon County	IA	"Audubon County, Iowa"	4.94567699	52055
Black Hawk County	IA	"Black Hawk County, Iowa"	89.49956538	53539
Boone County	IA	"Boone County, Iowa"	18.08053548	64000
Buchanan County	IA	"Buchanan County, Iowa"	13.90385014	64837
Butler County	IA	"Butler County, Iowa"	9.539777107	57115
Calhoun County	IA	"Calhoun County, Iowa"	6.726090161	52323
Cass County	IA	"Cass County, Iowa"	8.982344521	50187
Cedar County	IA	"Cedar County, Iowa"	12.33010104	67795
Cherokee County	IA	"Cherokee County, Iowa"	7.80226685	56550
Chickasaw County	IA	"Chickasaw County, Iowa"	9.19619348	60034
Clay County	IA	"Clay County, Iowa"	11.15210665	50521
Clinton County	IA	"Clinton County, Iowa"	25.81204757	51688
Crawford County	IA	"Crawford County, Iowa"	8.933565228	55755
Davis County	IA	"Davis County, Iowa"	7.00412599	63404
Decatur County	IA	"Decatur County, Iowa"	5.549629627	44462
Des Moines County	IA	"Des Moines County, Iowa"	36.10237679	51267
Dickinson County	IA	"Dickinson County, Iowa"	17.9621116	59969
Dubuque County	IA	"Dubuque County, Iowa"	63.00651069	63031
Emmet County	IA	"Emmet County, Iowa"	9.155904013	51563
Fayette County	IA	"Fayette County, Iowa"	10.30691599	51128
Floyd County	IA	"Floyd County, Iowa"	12.05348124	50406
Franklin County	IA	"Franklin County, Iowa"	6.64702084	56419
Fremont County	IA	"Fremont County, Iowa"	4.98897887	56750
Greene County	IA	"Greene County, Iowa"	5.945817024	53050
Grundy County	IA	"Grundy County, Iowa"	9.485307643	68038
Guthrie County	IA	"Guthrie County, Iowa"	6.944695477	61161
Hamilton County	IA	"Hamilton County, Iowa"	10.06814714	60910
Hancock County	IA	"Hancock County, Iowa"	7.299368514	61761
Hardin County	IA	"Hardin County, Iowa"	11.44660731	54196
Harrison County	IA	"Harrison County, Iowa"	8.079134649	63854
Henry County	IA	"Henry County, Iowa"	18.20945632	53501
Howard County	IA	"Howard County, Iowa"	7.725363508	55060
Humboldt County	IA	"Humboldt County, Iowa"	8.530530193	54575
Ida County	IA	"Ida County, Iowa"	6.267815073	58427
Iowa County	IA	"Iowa County, Iowa"	10.96969634	61443
Jackson County	IA	"Jackson County, Iowa"	11.82812394	55967
Jefferson County	IA	"Jefferson County, Iowa"	13.88560884	47708
Johnson County	IA	"Johnson County, Iowa"	96.27615863	62542
Keokuk County	IA	"Keokuk County, Iowa"	6.688413345	52881
Lee County	IA	"Lee County, Iowa"	25.03266517	49564
Linn County	IA	"Linn County, Iowa"	124.0051367	64903
Lucas County	IA	"Lucas County, Iowa"	7.740316495	55205
Lyon County	IA	"Lyon County, Iowa"	7.8415074	64982
Mahaska County	IA	"Mahaska County, Iowa"	15.00847145	54825
Marshall County	IA	"Marshall County, Iowa"	27.04723984	56437
Mills County	IA	"Mills County, Iowa"	12.78443131	72079
Monona County	IA	"Monona County, Iowa"	4.86805172	47605
Monroe County	IA	"Monroe County, Iowa"	6.745179229	58269
Muscatine County	IA	"Muscatine County, Iowa"	38.1605179	58453
Osceola County	IA	"Osceola County, Iowa"	5.996549642	59725
Page County	IA	"Page County, Iowa"	10.97872673	51867
Plymouth County	IA	"Plymouth County, Iowa"	11.49945163	67297
Pocahontas County	IA	"Pocahontas County, Iowa"	4.734298661	52448
Boone County	IN	"Boone County, Indiana"	64.65314137	83077
Brown County	IN	"Brown County, Indiana"	19.15118842	61030
Cass County	IN	"Cass County, Indiana"	35.477125	49415
Clark County	IN	"Clark County, Indiana"	125.4036905	55630
Clinton County	IN	"Clinton County, Indiana"	31.63606213	54286
Crawford County	IN	"Crawford County, Indiana"	13.29821526	41662
Dearborn County	IN	"Dearborn County, Indiana"	64.13672921	68658
Decatur County	IN	"Decatur County, Indiana"	27.43365575	57949
Delaware County	IN	"Delaware County, Indiana"	110.1910411	43512
Dubois County	IN	"Dubois County, Indiana"	39.4329778	60666
Fayette County	IN	"Fayette County, Indiana"	42.01460539	46175
Floyd County	IN	"Floyd County, Indiana"	209.2861043	64468
Fountain County	IN	"Fountain County, Indiana"	16.08061342	52874
Franklin County	IN	"Franklin County, Indiana"	22.88435745	62462
Fulton County	IN	"Fulton County, Indiana"	21.46450503	52034
Gibson County	IN	"Gibson County, Indiana"	26.1511159	55462
Grant County	IN	"Grant County, Indiana"	62.16779991	44356
Greene County	IN	"Greene County, Indiana"	21.92409463	51613
Hamilton County	IN	"Hamilton County, Indiana"	340.1765828	98173
Hancock County	IN	"Hancock County, Indiana"	100.7539941	74072
Harrison County	IN	"Harrison County, Indiana"	31.62647294	57712
Hendricks County	IN	"Hendricks County, Indiana"	165.8567163	81933
Henry County	IN	"Henry County, Indiana"	48.19313043	49832
Howard County	IN	"Howard County, Indiana"	110.2128361	52373
Huntington County	IN	"Huntington County, Indiana"	36.99283741	53632
Jackson County	IN	"Jackson County, Indiana"	35.15045275	51250
Jasper County	IN	"Jasper County, Indiana"	22.70890118	63892
Jay County	IN	"Jay County, Indiana"	20.59518415	47658
Jefferson County	IN	"Jefferson County, Indiana"	35.48724832	52718
Jennings County	IN	"Jennings County, Indiana"	28.30992455	54191
Johnson County	IN	"Johnson County, Indiana"	194.9279486	72440
Knox County	IN	"Knox County, Indiana"	27.15749489	47380
LaGrange County	IN	"LaGrange County, Indiana"	41.13558464	64498
Lake County	IN	"Lake County, Indiana"	386.0795462	56128
Lawrence County	IN	"Lawrence County, Indiana"	38.69309466	53610
Madison County	IN	"Madison County, Indiana"	111.1766872	49522
Marshall County	IN	"Marshall County, Indiana"	40.11854127	52658
Martin County	IN	"Martin County, Indiana"	11.28314468	52726
Monroe County	IN	"Monroe County, Indiana"	136.7362012	49839
Montgomery County	IN	"Montgomery County, Indiana"	29.02457679	55522
Newton County	IN	"Newton County, Indiana"	13.29117795	55356
Noble County	IN	"Noble County, Indiana"	44.59893882	56789
Orange County	IN	"Orange County, Indiana"	19.25477967	47917
Owen County	IN	"Owen County, Indiana"	21.36567404	49543
Perry County	IN	"Perry County, Indiana"	19.38905032	52348
Pike County	IN	"Pike County, Indiana"	14.14808363	50194
Posey County	IN	"Posey County, Indiana"	23.78755911	64196
Pulaski County	IN	"Pulaski County, Indiana"	11.1412547	49580
Randolph County	IN	"Randolph County, Indiana"	20.91226761	48036
Ripley County	IN	"Ripley County, Indiana"	25.07716658	56332
St. Joseph County	IN	"St. Joseph County, Indiana"	230.1818976	52769
Shelby County	IN	"Shelby County, Indiana"	42.31137201	60404
Spencer County	IN	"Spencer County, Indiana"	19.27195314	57305
Steuben County	IN	"Steuben County, Indiana"	43.05832508	58279
Sullivan County	IN	"Sullivan County, Indiana"	17.9740319	50245
Tippecanoe County	IN	"Tippecanoe County, Indiana"	144.1388857	53130
Tipton County	IN	"Tipton County, Indiana"	22.76089904	58118
Vanderburgh County	IN	"Vanderburgh County, Indiana"	297.9885921	49708
Vermillion County	IN	"Vermillion County, Indiana"	23.20693253	50243
Wabash County	IN	"Wabash County, Indiana"	28.9910391	54259
Titus County	TX	"Titus County, Texas"	29.71093715	50196
Tom Green County	TX	"Tom Green County, Texas"	30.44242849	53903
Travis County	TX	"Travis County, Texas"	501.1247641	75887
Trinity County	TX	"Trinity County, Texas"	7.569616068	41357
Tyler County	TX	"Tyler County, Texas"	8.269293148	44497
Upshur County	TX	"Upshur County, Texas"	27.08239393	52162
Upton County	TX	"Upton County, Texas"	1.028923513	
Uvalde County	TX	"Uvalde County, Texas"	6.111275147	41679
Van Zandt County	TX	"Van Zandt County, Texas"	27.28422081	54654
Victoria County	TX	"Victoria County, Texas"	39.97076335	56834
Waller County	TX	"Waller County, Texas"	42.72051419	59642
Ward County	TX	"Ward County, Texas"	5.380276449	62986
Webb County	TX	"Webb County, Texas"	30.6809389	46475
Wharton County	TX	"Wharton County, Texas"	14.7773178	48310
Wichita County	TX	"Wichita County, Texas"	79.57747507	48650
Wilbarger County	TX	"Wilbarger County, Texas"	5.12458932	45302
Williamson County	TX	"Williamson County, Texas"	210.7330035	87337
Wilson County	TX	"Wilson County, Texas"	23.90060657	76692
Wise County	TX	"Wise County, Texas"	29.30024978	64536
Wood County	TX	"Wood County, Texas"	26.83326183	53394
Young County	TX	"Young County, Texas"	7.543466369	50635
Zapata County	TX	"Zapata County, Texas"	5.371100461	33952
Covington County	AL	"Covington County, Alabama"	14.07555907	42189
Dale County	AL	"Dale County, Alabama"	33.94124335	47214
Elmore County	AL	"Elmore County, Alabama"	54.91884009	60891
Fayette County	AL	"Fayette County, Alabama"	10.03940932	39856
Geneva County	AL	"Geneva County, Alabama"	17.9170972	41732
Henry County	AL	"Henry County, Alabama"	11.78451931	50017
Jefferson County	AL	"Jefferson County, Alabama"	234.3715365	53901
Lawrence County	AL	"Lawrence County, Alabama"	18.48826605	44886
Limestone County	AL	"Limestone County, Alabama"	71.4129631	59686
Madison County	AL	"Madison County, Alabama"	186.9592781	65449
Marshall County	AL	"Marshall County, Alabama"	66.60517213	45983
Montgomery County	AL	"Montgomery County, Alabama"	112.5608849	50124
Perry County	AL	"Perry County, Alabama"	4.566143412	23447
Randolph County	AL	"Randolph County, Alabama"	14.60942525	43395
Shelby County	AL	"Shelby County, Alabama"	109.6329378	77799
Talladega County	AL	"Talladega County, Alabama"	43.04721229	41325
Walker County	AL	"Walker County, Alabama"	31.89347379	43629
Winston County	AL	"Winston County, Alabama"	14.82687572	35788
Amador County	CA	"Amador County, California"	26.28240225	62772
Calaveras County	CA	"Calaveras County, California"	17.14412882	63158
Del Norte County	CA	"Del Norte County, California"	10.64533518	45283
Glenn County	CA	"Glenn County, California"	8.497101941	49633
Inyo County	CA	"Inyo County, California"	0.720008943	57316
Lake County	CA	"Lake County, California"	20.94453547	47040
